#{"t_start": 1758103160.906848, "env_id": "MountainCar-v0"}
r,l,t
-192.0,192,61.895529
-185.0,185,61.965052
-200.0,200,62.029718
-200.0,200,62.089841
-200.0,200,62.14553
-114.0,114,62.178667
-178.0,178,62.242029
-169.0,169,62.288354
-115.0,115,62.324575
-108.0,108,62.359339
-137.0,137,62.40557
-132.0,132,62.445753
-155.0,155,62.492978
-103.0,103,62.522786
-156.0,156,62.574368
-118.0,118,62.609285
-124.0,124,62.645327
-123.0,123,62.681452
-127.0,127,62.719452
-185.0,185,62.8488
-116.0,116,62.894476
-125.0,125,62.94811
-115.0,115,62.988957
-125.0,125,63.032463
-200.0,200,63.096311
-170.0,170,63.143329
-200.0,200,63.209425
-172.0,172,63.260485
-128.0,128,63.298973
-125.0,125,63.334951
-143.0,143,63.379174
-200.0,200,63.437057
-128.0,128,63.472961
-178.0,178,63.521908
-115.0,115,63.556489
-186.0,186,63.609346
-133.0,133,63.644933
-176.0,176,63.694009
-178.0,178,63.746285
-192.0,192,63.79958
-174.0,174,63.848011
-200.0,200,63.905861
-183.0,183,63.962881
-200.0,200,64.016698
-112.0,112,64.047928
-152.0,152,64.092143
-125.0,125,64.13015
-142.0,142,64.170436
-200.0,200,64.224042
-119.0,119,64.259434
-189.0,189,64.311843
-152.0,152,64.355823
-128.0,128,64.391226
-151.0,151,64.431883
-179.0,179,64.484957
-200.0,200,64.541999
-158.0,158,64.586313
-200.0,200,64.639692
-200.0,200,64.699568
-172.0,172,64.748326
-143.0,143,64.788855
-169.0,169,64.838565
-200.0,200,64.904857
-197.0,197,64.965102
-180.0,180,65.020589
-149.0,149,65.067276
-158.0,158,65.126055
-200.0,200,65.187537
-196.0,196,65.242018
-165.0,165,65.291249
-200.0,200,65.351993
-158.0,158,65.413755
-154.0,154,65.459538
-200.0,200,65.519271
-200.0,200,65.575
-159.0,159,65.619477
-170.0,170,65.668024
-200.0,200,65.721686
-200.0,200,65.780799
-159.0,159,65.824419
-200.0,200,65.877372
-200.0,200,65.948007
-200.0,200,66.01421
-200.0,200,66.076031
-200.0,200,66.133498
-200.0,200,66.190594
-200.0,200,66.256545
-200.0,200,66.314134
-177.0,177,66.362926
-171.0,171,66.422535
-164.0,164,66.473273
-200.0,200,66.53272
-200.0,200,66.600066
-177.0,177,66.650354
-171.0,171,66.701581
-200.0,200,66.756122
-200.0,200,66.813663
-200.0,200,66.869322
-173.0,173,66.919477
-158.0,158,66.963392
-200.0,200,67.016478
-200.0,200,67.074312
-200.0,200,67.130433
-200.0,200,67.187582
-200.0,200,67.24379
-166.0,166,67.296816
-200.0,200,67.352213
-167.0,167,67.400142
-200.0,200,67.453161
-200.0,200,67.509317
-178.0,178,67.558948
-200.0,200,67.611946
-200.0,200,67.668123
-200.0,200,67.721707
-200.0,200,67.779851
-200.0,200,67.833194
-200.0,200,67.890801
-200.0,200,67.950843
-176.0,176,68.004192
-200.0,200,68.065517
-200.0,200,68.119537
-200.0,200,68.175966
-200.0,200,68.230857
-200.0,200,68.289982
-200.0,200,68.346216
-200.0,200,68.405922
-200.0,200,68.461833
-200.0,200,68.522586
-200.0,200,68.578013
-200.0,200,68.636378
-200.0,200,68.6913
-200.0,200,68.749253
-200.0,200,68.802889
-200.0,200,68.859308
-200.0,200,68.913681
-200.0,200,68.970424
-200.0,200,69.02516
-200.0,200,69.082072
-200.0,200,69.13665
-200.0,200,69.192952
-200.0,200,69.246018
-200.0,200,69.302041
-200.0,200,69.356263
-200.0,200,69.415039
-200.0,200,69.470604
-200.0,200,69.528987
-200.0,200,69.585407
-200.0,200,69.643867
-200.0,200,69.703018
-200.0,200,69.763626
-200.0,200,69.82106
-200.0,200,69.87755
-200.0,200,69.930494
-200.0,200,69.986835
-200.0,200,70.041756
-200.0,200,70.105958
-200.0,200,70.161458
-200.0,200,70.218936
-200.0,200,70.274405
-200.0,200,70.331587
-200.0,200,70.388962
-200.0,200,70.458014
-200.0,200,70.515555
-200.0,200,70.57464
-191.0,191,70.629189
-184.0,184,70.678898
-200.0,200,70.746448
-175.0,175,70.810247
-179.0,179,70.869053
-188.0,188,70.932196
-182.0,182,70.985983
-187.0,187,71.043042
-185.0,185,71.097406
-125.0,125,71.133266
-155.0,155,71.182185
-200.0,200,71.24183
-172.0,172,71.294393
-156.0,156,71.34673
-200.0,200,71.411533
-200.0,200,71.478314
-161.0,161,71.527117
-197.0,197,71.581864
-190.0,190,71.640243
-181.0,181,71.690468
-140.0,140,71.731885
-98.0,98,71.759278
-114.0,114,71.792004
-153.0,153,71.840718
-187.0,187,71.896785
-189.0,189,71.949149
-179.0,179,72.004839
-168.0,168,72.049829
-105.0,105,72.080247
-172.0,172,72.125432
-200.0,200,72.185649
-200.0,200,72.239203
-153.0,153,72.282556
-200.0,200,72.336081
-200.0,200,72.394185
-200.0,200,72.446708
-200.0,200,72.503535
-200.0,200,72.556416
-200.0,200,72.615471
-200.0,200,72.670947
-200.0,200,72.727396
-200.0,200,72.781216
-200.0,200,72.839852
-200.0,200,72.893937
-200.0,200,72.951739
-200.0,200,73.004717
-200.0,200,73.065026
-136.0,136,73.100362
-200.0,200,73.156821
-200.0,200,73.209265
-200.0,200,73.268069
-200.0,200,73.321463
-200.0,200,73.377459
-200.0,200,73.430862
-200.0,200,73.48943
-200.0,200,73.542968
-200.0,200,73.599914
-200.0,200,73.65353
-200.0,200,73.713652
-200.0,200,73.766611
-200.0,200,73.823617
-200.0,200,73.877024
-200.0,200,73.93529
-131.0,131,73.971087
-200.0,200,74.02827
-200.0,200,74.083359
-200.0,200,74.141055
-200.0,200,74.194316
-200.0,200,74.250675
-128.0,128,74.285423
-200.0,200,74.349669
-200.0,200,74.407786
-200.0,200,74.462278
-200.0,200,74.519059
-200.0,200,74.574131
-200.0,200,74.630874
-200.0,200,74.684582
-200.0,200,74.741411
-200.0,200,74.796341
-200.0,200,74.853628
-200.0,200,74.907097
-200.0,200,74.963504
-200.0,200,75.018212
-200.0,200,75.074228
-200.0,200,75.127158
-200.0,200,75.18883
-200.0,200,75.244093
-200.0,200,75.300233
-200.0,200,75.356389
-200.0,200,75.41321
-200.0,200,75.469758
-200.0,200,75.526654
-200.0,200,75.579919
-200.0,200,75.638104
-200.0,200,75.695539
-200.0,200,75.752316
-200.0,200,75.805036
-200.0,200,75.861895
-200.0,200,75.918155
-200.0,200,75.974761
-200.0,200,76.027788
-200.0,200,76.084422
-200.0,200,76.139516
-200.0,200,76.196159
-200.0,200,76.248915
-200.0,200,76.305086
-200.0,200,76.360304
-200.0,200,76.417001
-200.0,200,76.470156
-200.0,200,76.526498
-134.0,134,76.563637
-200.0,200,76.616452
-149.0,149,76.664219
-200.0,200,76.739009
-200.0,200,76.808291
-172.0,172,76.862351
-124.0,124,76.958357
-200.0,200,77.044109
-149.0,149,77.091214
-163.0,163,77.148582
-200.0,200,77.210144
-167.0,167,77.259945
-200.0,200,77.32408
-162.0,162,77.372542
-191.0,191,77.430887
-157.0,157,77.478025
-160.0,160,77.529205
-147.0,147,77.571091
-130.0,130,77.607624
-200.0,200,77.663607
-138.0,138,77.710563
-200.0,200,77.778511
-135.0,135,77.821148
-161.0,161,77.871761
-169.0,169,77.926591
-96.0,96,77.957713
-173.0,173,78.018221
-175.0,175,78.076156
-158.0,158,78.137209
-173.0,173,78.198711
-160.0,160,78.255184
-192.0,192,78.315525
-153.0,153,78.365419
-149.0,149,78.408621
-176.0,176,78.457796
-101.0,101,78.485282
-193.0,193,78.541727
-158.0,158,78.585974
-176.0,176,78.635702
-152.0,152,78.679745
-158.0,158,78.725113
-175.0,175,78.770069
-173.0,173,78.826166
-171.0,171,78.876446
-200.0,200,78.934538
-176.0,176,78.982879
-167.0,167,79.031405
-175.0,175,79.07943
-159.0,159,79.125104
-200.0,200,79.179405
-200.0,200,79.236436
-116.0,116,79.267792
-165.0,165,79.313783
-168.0,168,79.36217
-147.0,147,79.401792
-165.0,165,79.445827
-155.0,155,79.491577
-160.0,160,79.535726
-159.0,159,79.579305
-200.0,200,79.632583
-156.0,156,79.678595
-148.0,148,79.718929
-158.0,158,79.762814
-103.0,103,79.793212
-200.0,200,79.850745
-95.0,95,79.877312
-158.0,158,79.921432
-158.0,158,79.967936
-159.0,159,80.014065
-198.0,198,80.068205
-139.0,139,80.10748
-142.0,142,80.147145
-200.0,200,80.20499
-145.0,145,80.246217
-158.0,158,80.289987
-165.0,165,80.337889
-157.0,157,80.379943
-97.0,97,80.406326
-150.0,150,80.44972
-173.0,173,80.497632
-200.0,200,80.552365
-142.0,142,80.591711
-160.0,160,80.63542
-90.0,90,80.661572
-163.0,163,80.707514
-200.0,200,80.7607
-146.0,146,80.800354
-156.0,156,80.844456
-151.0,151,80.889394
-200.0,200,80.943889
-170.0,170,80.991665
-167.0,167,81.036573
-167.0,167,81.086063
-179.0,179,81.134735
-200.0,200,81.188142
-200.0,200,81.244888
-200.0,200,81.30035
-200.0,200,81.358605
-150.0,150,81.398764
-162.0,162,81.442721
-197.0,197,81.502126
-200.0,200,81.555666
-200.0,200,81.612433
-200.0,200,81.665256
-200.0,200,81.723542
-173.0,173,81.768301
-200.0,200,81.825025
-200.0,200,81.87859
-200.0,200,81.936766
-200.0,200,81.989971
-200.0,200,82.047128
-195.0,195,82.100537
-185.0,185,82.154074
-200.0,200,82.207447
-200.0,200,82.263701
-200.0,200,82.316912
-165.0,165,82.366153
-200.0,200,82.419252
-162.0,162,82.463342
-180.0,180,82.512188
-153.0,153,82.556883
-155.0,155,82.600767
-167.0,167,82.64506
-200.0,200,82.701841
-174.0,174,82.751941
-166.0,166,82.806463
-159.0,159,82.855793
-170.0,170,82.906614
-168.0,168,82.964102
-200.0,200,83.02348
-174.0,174,83.076377
-167.0,167,83.129863
-146.0,146,83.17512
-173.0,173,83.228135
-152.0,152,83.271491
-200.0,200,83.332261
-172.0,172,83.38055
-155.0,155,83.425434
-153.0,153,83.469176
-163.0,163,83.513236
-155.0,155,83.559029
-200.0,200,83.612659
-200.0,200,83.669372
-158.0,158,83.709884
-162.0,162,83.759563
-152.0,152,83.80025
-146.0,146,83.83991
-163.0,163,83.883935
-200.0,200,83.94406
-158.0,158,83.987916
-200.0,200,84.041169
-200.0,200,84.102103
-146.0,146,84.144877
-196.0,196,84.200817
-200.0,200,84.258611
-200.0,200,84.31287
-178.0,178,84.364359
-200.0,200,84.422861
-200.0,200,84.481806
-200.0,200,84.542509
-200.0,200,84.599948
-144.0,144,84.640823
-200.0,200,84.697846
-200.0,200,84.751249
-200.0,200,84.809205
-171.0,171,84.853597
-200.0,200,84.910563
-200.0,200,84.964239
-178.0,178,85.017137
-200.0,200,85.070135
-200.0,200,85.129261
-147.0,147,85.174106
-174.0,174,85.228107
-182.0,182,85.278877
-159.0,159,85.32515
-200.0,200,85.378937
-186.0,186,85.433075
-200.0,200,85.4899
-200.0,200,85.543094
-179.0,179,85.591461
